Address,PropertyType,Beds,Baths,Sqft,YearBuilt,WalkScore,TransitScore,ParkingPrice,ParkingType,Cooling,Laundry,Description,Price
434 5th Ave Pittsburgh PA 15219,0.0,1.0,1.0,830.0,2020.0,99.0,100.0,185.0,1.0,1.0,1.0,"
About KAUFMANNS GRAND ON FIFTH
Kaufmann's Grand on Fifth offers the most stylish and historic living in the heart of downtown Pittsburgh. Located in the iconic Kaufmann building, Kaufmann's Grand on Fifth mixes the beauties of the past with the luxuries of today. Studio, one and two-bedroom apartments are beautifully appointed with contemporary finishes and features including over-sized windows, open kitchens and stainless steel appliances. Amongst the sought-after central locale, this re-development under the clock offers convenient access to entertainment and nightlife all throughout the ""Golden Triangle"" in Pittsburgh.



Unique Features



24/7 Security on site


Coffee In Lobby


Conference Rooms


Fitness Center


Gas Range


Jacuizz Tub, Turkish Marble Flooring









Community Amenities





Fitness Center





Elevator





Doorman





Concierge
 






Package Service


Controlled Access


Maintenance on site


Property Manager on Site


Doorman


Concierge


24 Hour Availability


On-Site Retail


Recycling


Planned Social Activities


Public Transportation


Key Fob Entry


Elevator


Disposal Chutes


Conference Room


Fitness Center






Apartment Features





Washer/Dryer - In Unit





Air Conditioning





Dishwasher





Wheelchair Accessible (Rooms)





High Speed Internet Access





Hardwood Floors





Walk-In Closets





Island Kitchen
 


Highlights



High Speed Internet Access


Wi-Fi


Washer/Dryer - In Unit


Air Conditioning


Heating


Ceiling Fans


Smoke Free


Cable Ready


Double Vanities


Tub/Shower


Surround Sound


Intercom


Sprinkler System


Wheelchair Accessible (Rooms)





Kitchen Features & Appliances



Dishwasher


Disposal


Ice Maker


Granite Countertops


Stainless Steel Appliances


Pantry


Island Kitchen


Eat-in Kitchen


Kitchen


Microwave


Oven


Range


Refrigerator


Freezer


Breakfast Nook


Instant Hot Water





Floor Plan Details



Hardwood Floors


Carpet


Tile Floors


Dining Room


Crown Molding


Vaulted Ceiling


Bay Window


Views


Walk-In Closets


Linen Closet


Window Coverings


Large Bedrooms


Grill






",1757.0
5525 Covode St Pittsburgh PA 15217,0.0,3.0,1.0,900.0,1950.0,80.0,50.0,0.0,0.0,1.0,2.0,"Squirrel Hill - 3BR Apartment on Wendover W/ Central AC, Dining Room and Sunroom - **Photos are of a sample unit. Some features may vary**Our Squirrel Hill apartments for rent in Pittsburgh are located in an area which is filled to the brink with ethnic restaurants, stylish boutiques, delis, bakeries, shopping, old taverns and pubs. Squirrel Hill is among the most sought after neighborhoods to live in Pittsburgh and JJ Land has apartment rentals which range from townhouses to old Victorian mansions.(RLNE5556739)",1425.0
521 Brookline Blvd Pittsburgh PA 15226,0.0,1.0,1.0,900.0,1950.0,77.0,42.0,0.0,1.0,1.0,1.0,"Everything new
9 foot ceilings 
Stainless steel kitchen 
Off street parkingRead less",1125.0
801 Cooke Dr Pittsburgh PA 15234,1.0,3.0,1.0,988.0,1950.0,71.0,62.0,0.0,1.0,1.0,1.0,"Central air, private pull in garage, brand new kitchen and updated appliances. Washer and dryer included. Hardwood floors on first floor, new carpet on steps and second floor. 3rd bedroom is small, would be great for use of an office, nursery, playroom, or walk in closet! Close to shopping and the T station.

Tenant pays ALL utilities. NO PETS. Tenant is responsible for all landscaping/snow removalRead less",1000.0
245 Melwood Ave Pittsburgh PA 15213,0.0,0.0,1.0,453.0,1950.0,87.0,70.0,0.0,1.0,0.0,1.0,"1 BR, 1BA - A great place for both students and professionals alike, the Wellington welcomes residents with a gracious lobby featuring old world details. Enjoy being steps away from several restaurants, specialty shops, and major bus routes.This 1 bedroom, 1 bath apartment features lots of storage space, natural light, and plenty of style and character. There is an additional monthly flat monthly utility charge of $150 that covers water, electric, gas, heat, sewage and refuse removal. Other amenities include laundry facilities on site and available parking options.No Dogs Allowed(RLNE4654261)",815.0
221 Atwood St Pittsburgh PA 15213,0.0,1.0,1.0,500.0,1950.0,97.0,71.0,0.0,0.0,0.0,0.0,,800.0
5548 Forbes Ave Pittsburgh PA 15217,0.0,2.0,2.0,900.0,1950.0,81.0,56.0,0.0,1.0,0.0,0.0,"Squirrel Hill - 2BR 2BA Apartment on Forbes W/ Parking and Heat Included - Our Squirrel Hill apartments for rent in Pittsburgh are located in an area which is filled to the brink with ethnic restaurants, stylish boutiques, delis, bakeries, shopping, old taverns and pubs. Squirrel Hill is among the most sought after neighborhoods to live in Pittsburgh and JJ Land has apartment rentals which range from townhouses to old Victorian mansions.

(RLNE5617029)Read less",1325.0
201 Osage Ln Pittsburgh PA 15208,0.0,0.0,1.0,765.0,1950.0,67.0,61.0,0.0,0.0,1.0,2.0,"This striking mansion with its original architectural details, like stained glass windows and ornate carved wood - was built in 1898 and illustrates what was common in Pittsburgh in those years.Features:-Studios to 2 bedroom apartments-Pet friendly-No Security Deposit-Heat, water, cooking gas, hot water, sewage and trash included in rent-Off-street parking in lot (subject to availability)-On-site laundry-Air conditioning-Hardwood floors or plush carpet-Fully equipped kitchens with dishwashers",825.0
100 Bryn Mawr Ct Pittsburgh PA 15221,0.0,1.0,1.0,800.0,1970.0,14.0,37.0,0.0,1.0,1.0,2.0,"Nestled among beautiful trees on our own hilltop, just minutes from Downtown, Oakland, Monroeville and the Pennsylvania Turnpike, The Bryn Mawr Apartments offer the excitement of resort-style living. Search no further for all the amenities you require for a luxurious lifestyle in our spacious 1 and 2 bedroom apartment homes! 2019 Apartment Excellence Award Winner, Cats Welcome, Conveniently Located to Monroeville, Downtown & Oakland, Fitness Center with Resident Library, Formal Dining Area, Free Outdoor Parking, Fully Equipped Kitchens, Garage Parking Available, Huge 1 and 2 Bedroom floor plans, Individual Climate Control, Large Pool & Picnic Area, Management that Cares, Minutes from the parkway, downtown & Monroeville, New Cabinets and Countertops Available in Select Units, Personal Storage, Short Term Leases are Available, Social Room for Entertaining, Some Utilities Included in Rent, Spacious 1 & 2 Bedroom Floor Plans, Wall to Wall Carpeting",906.0
100 White Hampton Ln Pittsburgh PA 15236,0.0,1.0,1.0,687.0,1950.0,19.0,37.0,0.0,1.0,1.0,2.0,"Welcome to your new home at Maiden Bridge & Canongate Apartments. We offer a host of amenities to make your life easy, starting with our on-site management team ready to assist with anything you may need. Conveniently located in the South Hills, we are close to shopping, dining, and parks. Choose from our numerous studio, one-, two-, and three-bedroom floor plans with laundry facilities on every floor, fitness center, swimming pool, bike storage, and more. Apartments offer eat-in kitchen, dishwasher, and air conditioning, and utilities are included in the rent. Just five miles from downtown Pittsburgh, you can easily access shopping, restaurants, museums, and much more. And we are pet friendly, welcoming your dogs and cats to Maiden Bridge & Canongate.",1095.0
2984 Ruthwood Ave Pittsburgh PA 15227,0.0,2.0,1.0,1100.0,1950.0,54.0,39.0,0.0,1.0,0.0,1.0,"Spacious apartment on first floor. Huge living room. Close to bus stop, 15 minutes to downtown! In house laundry. Brand new paint. New carpet. New tiles. Equipped kitchen- electric stove, new refrigerator, microwave. Background check is required. NO SECTION 8, NO SMOKERS!

Sewer and water are included.Read less",900.0
731 Penn Ave Pittsburgh PA 15222,0.0,1.0,1.0,710.0,2019.0,98.0,99.0,0.0,0.0,0.0,0.0,,1315.0
1655 5th Ave Pittsburgh PA 15219,0.0,1.0,1.0,880.0,2016.0,83.0,82.0,0.0,1.0,1.0,2.0,"The FLATS on FIFTH is a new 74 unit luxury community located in the Uptown neighborhood of Pittsburgh and just a short walk to PPG Paints Arena, Duquesne University, UPMC Mercy Hospital and the bustling business district of Downtown Pittsburgh. Amenities include a front desk attendant, lounge, conference/ business center, pet washing facility, gym,package room, bicycle storage & repair station, flat screen TV's & free WiFi in common areas, & garage parking (for a fee). The units include sliding barn doors,washers & dryers, wood grain luxury vinyl flooring, fully equipped kitchens with granite counter tops, electric stoves, disposals, dishwashers, microwaves & refrigerators, large closets and bathrooms, sliding glass doors and or balconies, and electric heat & central air. The FLATS on FIFTH welcomes Pets and offers long & short term leases, furnished and non-furnished units and ADA compatible units. Conveniently located near the hottest restaurants in the city, the sports arenas, concert & art centers, water ways, biking, running & walking trails, public transportation, several universities, hospitals, and interstates 376 & 279.",1452.0
369 Atlantic Ave Pittsburgh PA 15224,0.0,2.0,1.0,900.0,1950.0,89.0,67.0,0.0,1.0,0.0,0.0,"Bloomfield - 2BR Apartment With Parking and Heat Included - Our Bloomfield apartments for rent in Pittsburgh are located in one of the most traditional locations in Pittsburgh. Our rentals are between Shadyside and Friendship and allow residents to enjoy all their pleasantries without going too far. Bloomfield is extremely lively with many taverns, pubs, shopping and great Italian restaurants. These once single family Victorian mansions now accommodate apartments while keeping much of their traditional style. Furthermore, the apartments for rent are close to UPMC Children's Hospital, West Penn Hospital and Pittsburgh Institute for Mortuary Science (PIMS) and other colleges and universities of Pittsburgh (Carnegie Mellon University [CMU], Duquesne University, Pittsburgh University, Carlow University, Chatham University).

(RLNE5556737)Read less",1125.0
1050 Nineteen North Dr Pittsburgh PA 15237,0.0,3.0,2.5,1408.0,1972.0,41.0,62.0,0.0,0.0,1.0,2.0,"Beautiful scenery and spacious, unique floor plans welcome you home to Nineteen North Apartments. Choose from one-, two-, and three-bedroom apartment and townhome floor plans. Entertain your family and friends on your private patio or balcony. We offer renovated interiors, and our townhomes have an in-home washer \u0026 dryer. North Park is only minutes away for all your outdoor recreational needs. Shopping and dining are limitless with Ross Park Mall, McCandless Crossing, and North Hills Village all within five miles. Perfectly situated in McCandless Township, Nineteen North is an easy trip to downtown Pittsburgh, Cranberry Township, I-79, and the PA Turnpike. Nineteen North is located in the acclaimed North Allegheny School District. We welcome your cats and dogs to our pet friendly community, too! 24-hour Emergency Maintenance Service, Amazon Hub - Coming Soon, Bike Share Program - Coming Soon, Breakfast Bar in Select Homes, Built-in Shelving, Carpeting, Electronic Thermostat, Fire Pit with Social Area - Coming Soon, High Ceilings, High-speed Internet Available, Large Closets, Off-leash Dog Park, Outdoor Fitness Stations, Pet Friendly, Storage Spaces Available, Wooded Views in a Park-like Setting",1895.0
